Município;AIDS - Ações Estratégicas;Acomp. Pac. Saúde Mental - Ações Estratégic. - SIA;Acomp. de paciente - Ações Estratégicas - SIA;Acomp. pós transplante - Ações Estratégicas;Acompanh. a def. auditivo - Ações Estratégicas;Aids - Ações Estratégicas - AIH;Angioplastia endovascular - SIH;Anvisa - Taxa de fiscalização;Apoio à população indígena;Assistência domiciliar - Ações Estratégicas SIA;Assistência pré-natal - AIH;CAPS I - Incent. Cust. Centros At. Psicossocial;Campanha de vacinação do idoso;Central de Regulação - Ações Estratégicas;Central de Regulação - Ações Estratétgicas - SIA;Câncer de colo uterino - Ações Estratégicas;Deformidade crânio-facial - Ações Estrategicas;Epidemiologia e controle de doenças;Epidemiologia e controle de doenças (adicional);Epilepsia - SIH;Farmácia básica;Financ aos Centros de Referência Saúde Trabalhador;Fisioterapia -  - Ações Estratégicas SIA;Gastroplastia - Ações Estratégicas;Geriatria - Ações Estratégicas - AIH;Gestão plena do sistema estadual (NOAS);Gestão plena sistema municipal - média complex;Inc. Apoio Lab. Monitoramento do AEDES AEGYPTI;Inc. Fortalecimento Gestão de Vigilância em Saúde;Inc. Hosp. Subsist. Vig. Ep. en Âmbito Hospitalar;Incent. Prog. Nacional de HIV/AIDS e outras DST;Incentivo Adicional ao CEO;Incentivo CNRAC - Ações Estratégicas - SIA;Incentivo Estabelecimento de Parcerias com as OSC;Incentivo a ações básicas vigilância sanitária;Incentivo fortalec lab centr saúde pública - LACEN;Incentivo para Casa de Apoio HIV/AIDS;Incentivo à Farmácia Popular do Brasil;Incentivo à Saúde no Sistema Penitenciário;Incentivo à saúde bucal;Leucemia mielóide - SIA;MAC vigilância sanitária;Medicamentos dos Grupos AR 0,95;Medicamentos dos Grupos HD 1,15;Medicamentos excepcionais pacientes crônicos;Medicamentos para saúde mental;Multirão de Cirurgias Eletivas Média Complexidade;Neonatal - Ações Estratégicas- SIA;Neurocirurgia - SIH;Ortodontia - Ações Estratégicas;Osteogenesis Imperfecta - AIH;Patologia clínica - Ações Estratégicas SIA;Piso de atenção básica - fixo;Programa Farmácia Popular do Brasil;Programa agentes comunitários de saúde;Programa de Especialidade Odontológica;Programa de Saúde da Família;Pré-natal - Ações Estratégicas;Prótese Dentária - Ações Estratégicas - SIA;Psicodiagnóstico - Ações Estratégicas SIA;Queimados - Ações Estratégicas;Reabilitação - Ações Estratégicas;Registro Civil e Nascimento - AIH;Registro de Câncer de Base Populacional - RCBP;Serviços Atendimento Móvel de Urgências - SAMU;Terapia e psicoterapia - Ações Estratégicas SIA;Terapia renal substitutiva - SIA;Transplantes - Ações Estratégicas;Tuberculose - Ações Estratégicas;Total
351630 Francisco Morato;-;2820,75;-;-;-;1350;-;-;-;-;-;-;1006,04;-;-;899;-;24725,09;-;-;20500,7;-;-;-;-;-;524974,29;-;-;-;-;-;-;-;3436,9;-;-;-;-;7300;-;-;12612,52;15267,78;-;-;-;129;-;-;-;-;178718,58;10000;52500;-;75600;-;-;-;-;-;120;-;-;584,93;-;-;29,4;932574,98
351640 Franco da Rocha;-;-;-;-;-;-;-;1018,94;-;45,6;-;-;1074,72;-;-;3121,57;-;19084,1;-;-;15823,5;30000;885;-;-;-;133759,9;-;-;-;-;-;-;-;2547,35;-;-;-;-;3400;-;1222,73;9477,04;11472,21;-;-;-;-;-;-;-;-;132680,17;10000;10150;-;27000;-;-;197,28;-;-;-;-;-;2773,98;-;-;558,6;416292,69
351650 Gabriel Monteiro;-;-;-;-;-;-;-;24,04;-;-;-;-;90,1;-;-;-;-;509,21;-;-;385,55;-;-;-;-;-;-;-;-;-;-;-;-;-;60,1;-;-;-;-;1700;-;24,04;226,1;273,7;-;-;-;-;-;-;-;-;3125,42;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13568,26
351660 Gália;-;-;-;-;-;-;-;62,99;-;-;-;-;126,24;-;-;-;-;1023,53;-;-;1039,36;-;-;-;-;-;-;-;-;-;-;-;-;-;151,17;-;-;-;-;5100;-;62,99;582,98;705,72;-;-;-;-;-;-;-;-;8018,34;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;39373,32
351670 Garça;-;-;-;-;-;-;-;368,4;-;11,4;800;-;802,67;-;-;247;-;7974,91;-;-;6005,45;-;212,4;-;-;-;265366,64;-;-;-;-;-;-;-;921;-;-;-;-;10200;-;442,08;3484,84;4218,49;-;-;-;18;-;-;-;-;47892;-;20650;6600;54000;1120;-;-;-;-;270;-;-;1841,85;-;-;4,2;433451,33
351680 Gastão Vidigal;-;-;-;-;-;-;-;29,25;-;-;-;-;90,1;-;-;-;-;647,92;-;-;482,63;-;-;-;-;-;-;-;-;-;-;-;-;-;71,48;-;-;-;-;-;-;29,25;273,84;331,49;-;-;-;-;-;-;-;-;3716,92;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5672,88
351685 Gavião Peixoto;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;534,24;-;-;563,61;-;-;-;-;-;-;-;-;-;-;-;-;-;84,81;-;-;-;-;1700;-;-;323,08;391,1;-;-;-;-;-;-;-;-;4410,25;-;3500;-;20800;-;-;-;-;-;-;-;-;-;-;-;-;32397,19
351690 General Salgado;-;-;-;-;-;-;-;92,53;-;-;-;-;191,66;-;-;-;-;2001,55;-;-;1507,14;-;-;-;-;-;-;-;-;-;-;-;-;-;231,31;-;-;-;-;-;-;92,53;875,03;1059,25;-;-;-;-;-;-;-;-;12028,25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18079,25
351700 Getulina;-;-;-;-;-;-;-;87,72;-;-;-;-;189,73;-;-;-;-;1909,69;-;-;1436,46;-;-;-;-;-;-;-;-;-;-;-;-;-;219,29;-;-;-;-;1700;-;87,72;831,09;1006,06;-;-;-;-;-;-;-;-;11403,17;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;26020,93
351710 Glicério;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;2;-;818,98;166,05;-;617,1;-;96,76;-;-;-;4925,98;-;-;-;-;-;-;-;94,79;-;-;-;-;1700;-;-;358,47;433,93;-;-;-;-;-;-;-;-;4929,17;-;3500;-;10800;40;-;-;-;-;-;-;-;647,6;-;-;-;29220,93
351720 Guaiçara;-;-;-;-;-;-;-;-;-;-;-;-;158,13;-;-;-;-;1275,3;-;-;1386,96;-;-;-;-;-;-;-;-;-;-;-;-;-;229,02;-;-;-;-;-;-;-;844,79;1022,64;-;-;-;-;-;-;-;-;11909,08;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;23975,92
351730 Guaimbê;-;-;-;-;-;-;-;43,75;-;-;-;-;90,1;-;-;-;-;692,88;-;-;718,85;-;-;-;-;-;-;-;-;-;-;-;-;-;109,38;-;-;-;-;3400;-;43,75;414,99;502,36;-;-;-;-;-;-;-;-;6435,63;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;27451,69
351740 Guaíra;-;-;-;-;-;-;-;306,89;-;22,8;960;-;505,69;-;-;140;-;6481,42;-;-;4908,75;-;705,64;-;-;-;111513,6;-;-;-;-;-;-;-;767,23;-;-;-;-;-;-;368,27;2883,73;3490,83;-;-;-;22;-;-;-;-;39895,92;-;-;8800;-;1380;-;-;-;-;125;-;-;946,62;-;-;4,2;184228,59
351750 Guapiaçu;-;-;-;-;-;-;-;135,27;-;-;-;-;242,83;-;-;-;-;2714,07;-;-;2081,89;-;-;-;-;-;-;-;-;-;-;-;-;-;338,17;-;-;-;-;1700;-;135,27;1254,32;1518,38;-;-;-;-;-;-;-;-;17584,67;-;4550;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;43054,87
351760 Guapiara;-;-;-;-;-;-;-;171,93;-;-;-;-;257,22;-;-;-;-;2628,89;-;-;2773,51;-;-;-;-;-;-;-;-;-;-;-;-;-;429,81;-;-;-;-;6800;-;171,93;1620,3;1961,42;-;-;-;-;-;-;-;-;22350,25;-;14350;-;37800;-;-;-;-;-;-;-;-;-;-;-;-;91315,26
351770 Guará;-;-;-;-;-;-;-;170,97;-;-;-;-;265,83;-;-;-;-;3566,2;-;-;2709,16;-;-;-;-;-;-;-;-;-;-;-;-;-;427,42;-;-;-;-;5100;-;170,97;1601,23;1938,33;-;-;-;-;-;-;-;-;22225,67;-;10850;-;31600;-;-;-;-;-;-;-;-;-;-;-;-;80625,78
351780 Guaraçaí;-;-;-;-;-;-;-;77,25;-;-;-;-;175,34;-;-;-;-;1653,89;333,53;-;1248,36;-;-;-;-;-;-;-;-;-;-;-;-;-;193,13;-;-;-;-;2550;-;77,25;728,49;881,86;-;-;-;-;-;-;-;-;10303,58;-;2800;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;29122,68
351790 Guaraci;-;-;-;-;-;-;-;79,11;-;-;-;-;156,94;-;-;-;-;1216,52;-;-;1260,05;-;-;-;-;-;-;-;-;-;-;-;-;-;197,77;-;-;-;-;-;-;79,07;742,27;898,53;-;-;-;-;-;-;-;-;10284,08;-;7000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21914,34
351800 Guarani d'Oeste;-;-;-;-;-;-;-;17,61;-;-;-;-;90,1;-;-;-;-;358,18;-;-;282,98;-;-;-;-;-;-;-;-;-;-;-;-;-;44,02;-;-;-;-;1700;-;17,61;165,7;200,58;-;-;-;-;-;-;-;-;3076,18;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13102,96
351810 Guarantã;-;-;-;-;-;-;-;56,79;-;-;-;-;93,31;-;-;-;-;875,9;-;-;902,69;-;-;-;-;-;-;-;-;-;-;-;-;-;141,98;-;-;-;-;-;-;56,79;532,48;644,58;-;-;-;-;-;-;-;-;7622,33;-;4550;-;13500;-;-;-;-;-;-;-;-;-;-;-;-;28976,85
351820 Guararapes;-;-;-;-;-;-;-;251,61;-;-;-;-;525,27;-;-;-;-;5370,23;1081,61;-;4057,21;-;-;-;-;-;-;-;-;-;-;-;-;-;629,02;-;-;-;-;3400;-;251,61;2370,88;2870,02;-;-;-;-;-;-;-;-;32709,08;-;12600;-;32400;-;-;-;-;-;-;-;-;-;-;-;-;98516,54
351830 Guararema;-;-;-;-;-;-;-;-;-;-;-;-;325,31;-;-;-;-;3967,89;-;-;3178,86;-;-;-;-;-;-;-;-;-;-;-;-;-;507,79;-;-;-;-;-;-;-;1894,22;2293;-;-;-;-;-;-;-;-;26405,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;38572,24
351840 Guaratinguetá;-;-;-;-;-;70;-;930,61;-;-;1160;-;1612,31;-;-;891;-;13917,93;-;-;14834,05;-;306,8;-;-;-;639546,95;-;-;-;-;-;-;-;2326,52;-;4900;-;-;-;48753;930,61;8733,9;10572,62;-;-;-;-;-;-;-;-;120979,08;-;8400;8800;21600;-;-;-;59530,04;-;-;-;-;1690,01;-;-;-;970485,43
351850 Guareí;-;-;-;-;-;-;-;93,99;-;-;-;-;172,96;-;-;-;-;1411,82;-;-;1475,24;-;-;-;-;-;-;-;-;-;-;-;-;-;234,98;-;-;-;-;5100;-;93,99;877,4;1062,12;-;-;-;-;-;-;-;-;12218,92;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;45241,42
351860 Guariba;-;-;-;-;-;20;-;317,55;-;-;1560;-;369,96;-;-;199;-;5782,38;-;-;4366,31;-;200,6;-;-;-;114743,95;-;-;-;-;-;-;-;675,98;-;-;-;-;1700;-;324,47;2549,17;3085,83;-;-;-;-;-;-;-;-;35150,92;-;2100;-;5400;330;-;-;-;-;-;-;-;772,65;-;-;-;179648,77
351870 Guarujá;-;81676,55;-;-;-;390;-;2816,34;-;1365,15;4920;-;2935,65;-;-;9269,78;-;50629,38;46505,25;-;38724,68;-;387,04;-;-;-;956614,78;-;-;-;23462,98;50000;-;-;6229,65;-;-;-;-;-;-;2990,23;23182,22;28062,68;-;-;-;-;-;-;-;-;323941,58;-;25900;-;32400;1420;-;-;-;-;145;-;-;4850,31;160438,88;-;1201,2;1880459,33
351880 Guarulhos;-;44239,75;-;-;-;390;3884,22;11604,68;-;675,45;21200;-;10827,48;-;-;4780;-;192444,28;14749,85;-;159564,35;30000;-;-;-;-;2511605,19;-;138792,5;-;41668,61;-;-;-;26066,23;-;-;-;-;30400;-;12511,79;96493,24;116807,61;-;-;-;470;-;-;-;-;1355443,92;-;196700;35200;437400;8400;3450;446,62;-;-;965;-;226500;15985,25;838933,78;-;2562;6591161,8
351885 Guatapará;-;-;-;-;-;-;-;56,06;-;-;-;-;90,1;-;-;-;-;866,22;-;-;900,08;-;59;-;-;-;3496,62;-;-;-;-;-;-;-;140,15;-;-;-;-;-;-;56,06;527,41;638,44;-;-;-;-;-;-;-;-;7287,58;-;-;-;-;70;-;-;-;-;-;-;-;1048,05;-;-;-;15235,77
351890 Guzolândia;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;551,83;-;-;558,53;-;-;-;-;-;-;-;-;-;-;-;-;-;79,6;-;-;-;-;-;-;-;309,3;374,42;-;-;-;-;-;-;-;-;4139,42;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;13603,2
351900 Herculândia;-;-;-;-;-;-;-;71,59;-;-;-;-;144,78;-;-;-;-;1086,46;-;-;1139,46;-;-;-;-;-;-;-;-;-;-;-;-;-;178,98;-;-;-;-;1700;-;71,59;671,49;812,86;-;-;-;-;-;-;-;-;9306,92;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;30184,13
351905 Holambra;-;-;-;-;-;-;-;69,43;-;-;-;-;90,1;-;-;-;-;990,23;-;-;1067,28;-;-;-;-;-;-;-;-;-;-;-;-;-;173,56;-;-;-;-;5100;-;69,43;643,47;778,93;-;-;-;-;-;-;-;-;9025,25;-;6300;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;40507,68
351907 Hortolândia;-;-;-;-;-;-;-;1619,08;-;3209,1;640;-;1595,25;-;-;462;-;30513,68;4194,38;-;23795,75;-;5470,48;-;-;-;546406,6;-;-;-;33970,58;-;-;-;4047,69;-;-;-;-;1700;-;1942,89;14782,48;17894,58;-;-;36429,19;-;-;-;-;-;210479,75;-;15400;8800;59400;980;-;224,68;-;-;-;-;-;5961,58;-;-;71,4;1029991,14
351910 Iacanga;-;-;-;-;-;-;-;72,75;-;-;-;-;165,7;-;-;-;-;1128,93;-;-;1169,03;-;-;-;-;-;-;-;-;-;-;-;-;-;181,88;-;-;-;-;1700;-;72,75;684,71;828,86;-;-;-;-;-;-;-;-;9457,5;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;22962,11
351920 Iacri;-;-;-;-;-;-;-;55,87;-;-;-;-;113,04;-;-;-;-;1233,48;-;-;921,8;-;-;-;-;-;-;-;-;-;-;-;-;-;137,98;-;-;-;-;1700;-;55,87;526,62;637,48;-;-;-;-;-;-;-;-;7174,92;-;3500;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;26857,06
351925 Iaras;-;-;-;-;-;-;-;-;-;-;-;-;90,09;-;-;-;-;448,17;-;-;458,01;-;-;-;-;-;-;-;-;-;-;-;-;-;75,35;-;-;-;-;2550;-;-;278,27;336,85;-;-;-;-;-;-;-;-;4611,75;-;2100;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;19048,49
351930 Ibaté;-;-;-;-;-;-;-;-;-;-;-;-;355,72;-;-;-;-;3667,17;-;-;3961,93;-;-;-;-;-;-;-;-;-;-;-;-;-;650,94;-;-;-;-;-;-;-;2405;2911,32;-;-;-;-;-;-;-;-;33848,75;-;12600;-;32400;-;-;-;-;-;-;-;-;-;-;-;-;92800,83
351940 Ibirá;-;-;-;-;-;-;-;82,56;-;-;-;-;212,57;-;-;-;-;1760,33;-;-;1330,04;-;-;-;-;-;-;-;-;-;-;-;-;-;206,4;-;-;-;-;-;-;82,56;777,73;941,47;-;-;-;-;-;-;-;-;10732,58;-;-;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;26926,24
351950 Ibirarema;-;-;-;-;-;-;-;48,44;-;-;-;-;103,84;-;-;-;-;759,56;-;-;791,45;-;-;-;-;-;-;-;-;-;-;-;-;-;121,1;-;-;-;-;-;-;48,44;458,53;555,07;-;-;-;-;-;-;-;-;6297,42;-;3500;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;18083,85
351960 Ibitinga;-;-;-;-;-;-;-;-;-;-;-;-;861,56;-;-;-;-;8867,75;-;-;6765,14;-;-;-;-;-;-;-;-;-;-;-;-;-;1080,6;-;-;-;-;-;-;-;4031,01;4879,64;-;-;-;-;-;-;-;-;56191,42;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;90177,12
351970 Ibiúna;-;-;-;-;-;150;-;615,88;-;-;1440;-;886,33;-;-;267;-;8854,52;-;-;9496,58;-;188,8;-;-;-;157644,39;-;-;-;-;-;-;-;1539,69;-;-;-;-;-;-;615,88;5714,33;6917,35;-;-;-;-;-;-;-;-;97431,43;-;6300;-;16200;370;-;-;-;-;5;-;-;1341,6;-;-;-;315978,78
351980 Icém;-;-;-;-;-;-;-;59,94;-;-;-;-;113,33;-;-;-;-;1267,41;-;-;959,61;-;-;-;-;-;-;-;-;-;-;-;-;-;149,85;-;-;-;-;-;-;59,94;563,43;682,05;-;-;-;-;-;-;-;-;7792,42;-;1750;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;18797,98
351990 Iepê;-;-;-;-;-;-;-;59,51;-;-;-;-;138,99;-;-;-;-;1315,69;-;-;981,89;-;-;-;-;-;-;-;-;-;-;-;-;-;146,25;-;-;-;-;3400;-;59,51;559,15;676,87;-;-;-;-;-;-;-;-;10114,65;-;5950;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;34202,51
352000 Igaraçu do Tietê;-;-;-;-;-;-;-;225,28;-;-;-;-;283,33;-;-;-;-;3007,23;-;-;3183,4;-;-;-;-;-;-;-;-;-;-;-;-;-;493,9;-;-;-;-;-;-;237,07;1861,13;2252,95;-;-;-;-;-;-;-;-;25682,58;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37226,87
352010 Igarapava;-;-;-;-;-;-;-;234,84;-;-;-;-;480,18;-;-;-;-;4893,12;-;-;3717,18;-;-;-;-;-;-;-;-;-;-;-;-;-;587,1;-;-;-;-;-;-;234,84;2198,7;2661,58;-;-;-;-;-;-;-;-;30529,42;-;1750;-;-;-;-;-;-;-;-;-;-;-;-;-;-;47286,96
352020 Igaratá;-;-;-;-;-;-;-;-;-;-;-;-;127,72;-;-;-;-;1158,26;-;-;1224,85;-;-;-;-;-;-;-;-;-;-;-;-;-;198,85;-;-;-;-;3400;-;-;737,68;892,98;-;-;-;-;-;-;-;-;10340,42;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;33080,76
352030 Iguape;-;-;-;-;-;-;-;238,13;-;-;-;-;463,12;-;-;-;-;3738,18;-;-;3848,9;-;-;-;-;-;-;-;-;-;-;-;-;-;595,31;-;-;-;-;-;-;238,13;2245,72;2718,5;-;-;-;-;-;-;-;-;30956,25;-;10150;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;71392,24
352042 Ilha Comprida;-;-;-;-;-;-;-;76,48;-;-;-;-;144,04;-;-;-;-;999,58;-;-;1089;-;-;-;-;-;-;-;-;-;-;-;-;-;191,19;-;-;-;-;5100;-;76,48;691,13;836,63;-;-;-;-;-;-;-;-;9941,75;-;6650;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;41996,28
352044 Ilha Solteira;-;-;-;135;-;-;-;211,89;-;5,7;480;-;317,74;-;-;151;-;4486,24;-;-;3396,25;-;-;-;-;-;-;-;-;-;-;-;-;-;529,73;-;-;-;-;-;-;254,27;1992,47;2411,93;-;-;-;14,5;-;-;-;-;28529,58;-;11200;-;27000;480;-;-;-;-;-;-;-;5344,05;-;-;-;86940,35
352040 Ilhabela;-;-;-;-;-;-;-;-;-;-;-;-;247,88;-;-;-;-;2939,97;-;-;3174,05;-;-;-;-;-;-;-;-;-;-;-;-;-;529,33;-;-;-;-;8500;-;-;1945,92;2355,58;-;-;-;-;-;-;-;-;27525,33;-;18900;-;43200;-;-;-;-;-;-;-;-;-;-;-;-;109318,06
352050 Indaiatuba;-;6280,1;-;-;-;10;-;1466,11;-;11,4;4920;-;2216,35;-;-;559;-;28723,8;4043,88;-;22172,15;-;-;-;-;-;615954,6;-;-;-;-;-;-;-;3665,27;-;-;-;-;3400;-;1759,33;13513,99;16359,04;-;-;-;89;-;-;-;-;190594,08;10000;12250;6600;43200;1020;-;60,28;-;14440,65;-;-;-;9048,7;-;-;294;1012651,73
352060 Indiana;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;916,05;-;-;691,21;-;-;-;-;-;-;-;-;-;-;-;-;-;106,79;-;-;-;-;-;-;-;403,04;487,89;-;-;-;-;-;-;-;-;5553,17;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;23248,25
352070 Indiaporã;-;-;-;-;-;-;-;32;-;-;-;-;90,1;-;-;-;-;525,24;-;-;528;-;-;-;-;-;-;-;-;-;-;-;-;-;75,29;-;-;-;-;-;-;32;292,44;354,01;-;-;-;-;-;-;-;-;3915,17;-;2800;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;14044,25
352080 Inúbia Paulista;-;-;-;-;-;-;-;27,56;-;-;-;-;90,1;-;-;-;-;436,03;-;-;454,71;-;-;-;-;-;-;-;-;-;-;-;-;-;68,65;-;-;-;-;1700;-;27,56;261,17;316,15;-;-;-;-;-;-;-;-;3671,18;-;2450;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;14903,11
352090 Ipaussu;-;-;-;-;-;-;-;110,6;-;-;-;-;217,32;-;-;-;-;1674,49;-;-;1774,58;-;-;-;-;-;-;-;-;-;-;-;-;-;276,5;-;-;-;-;1700;-;110,6;1040,33;1259,35;-;-;-;-;-;-;-;-;14378;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;37541,77
352100 Iperó;-;-;-;-;-;-;-;193,97;-;-;-;-;261,38;-;-;-;-;2614,27;-;-;2858,63;-;-;-;-;-;-;-;-;-;-;-;-;-;484,92;-;-;-;-;-;-;193,97;1772,54;2145,71;-;-;-;-;-;-;-;-;25377,08;-;1750;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37652,47
352110 Ipeúna;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;621,58;-;-;666,33;-;-;-;-;-;-;-;-;-;-;-;-;-;111,85;-;-;-;-;-;-;-;410,24;496,61;-;-;-;-;-;-;-;-;5967;-;2100;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;15863,71
352115 Ipiguá;-;-;-;-;-;-;-;34,92;-;-;-;-;90,1;-;-;-;-;680,79;-;-;526,21;-;-;-;-;-;-;-;-;-;-;-;-;-;87,29;-;-;-;-;-;-;34,92;321,42;389,08;-;-;-;-;-;-;-;-;4539,17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6703,9
352120 Iporanga;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;608,45;-;-;625,08;-;-;-;-;-;-;-;-;-;-;-;-;-;94,35;-;-;-;-;5850;-;-;359,02;434,6;-;-;-;-;-;-;-;-;4906,42;-;4200;-;16200;-;-;-;-;-;-;-;-;-;-;-;-;33368,02
352130 Ipuã;-;-;-;-;-;-;-;106,83;-;-;-;-;162,58;-;-;-;-;2234,24;-;-;1696,2;-;-;-;-;-;-;-;-;-;-;-;-;-;267,06;-;-;-;-;-;-;106,83;1001,22;1212;-;-;-;-;-;-;-;-;13887,25;-;7700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;28374,21
352140 Iracemápolis;-;-;-;-;-;-;-;-;-;-;-;-;237,64;-;-;-;-;2997,96;-;-;2299,96;-;-;-;-;-;-;-;-;-;-;-;-;-;373,71;-;-;-;-;-;-;-;1385,89;1677,66;-;-;-;-;-;-;-;-;19432,83;-;8050;-;5400;-;-;-;-;-;-;-;-;-;-;-;-;41855,65
352150 Irapuã;-;-;-;-;-;-;-;58,44;-;-;-;-;122,83;-;-;-;-;1242,3;-;-;939,4;-;-;-;-;-;-;-;-;-;-;-;-;-;146,1;-;-;-;-;3400;-;58,44;550,05;665,85;-;-;-;-;-;-;-;-;7597,42;-;-;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;25580,83
352160 Irapuru;-;-;-;-;-;-;-;-;-;-;-;-;160,21;-;-;-;-;960,54;-;-;991,51;-;-;-;-;-;-;-;-;-;-;-;-;-;144,92;-;-;-;-;1700;-;-;557,89;675,34;-;-;-;-;-;-;-;-;7535,67;-;4200;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;27726,08
352170 Itaberá;-;-;-;-;-;-;-;162,88;-;-;-;-;264,19;-;-;-;-;2549,25;-;-;2643,16;-;-;-;-;-;-;-;-;-;-;-;-;-;407,19;-;-;-;-;-;-;162,88;1538,21;1862,04;-;-;-;-;-;-;-;-;21242;-;8400;-;21600;-;-;-;-;-;-;-;-;-;-;-;-;60831,8
352180 Itaí;-;-;-;-;-;-;-;192,12;-;-;-;-;294,75;-;-;-;-;2913,88;-;-;3029,13;-;-;-;-;-;-;-;-;-;-;-;-;-;480,29;-;-;-;-;3400;-;192,12;1796,29;2174,46;-;-;-;-;-;-;-;-;24975,17;-;4900;-;10800;-;-;-;-;-;-;-;-;-;-;-;-;55148,21
352190 Itajobi;-;-;-;-;-;-;-;-;-;-;-;-;289,56;-;-;-;-;2649,12;-;-;2001,18;-;-;-;-;-;-;-;-;-;-;-;-;-;310,17;-;-;-;-;-;-;-;1169,21;1415,36;-;-;-;-;-;-;-;-;16128,67;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23963,27
352200 Itaju;-;-;-;-;-;-;-;-;-;-;-;-;90,1;-;-;-;-;367,26;-;-;374,55;-;-;-;-;-;-;-;-;-;-;-;-;-;58,6;-;-;-;-;-;-;-;220,16;266,51;-;-;-;-;-;-;-;-;3047,42;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4424,6
352210 Itanhaém;-;3959;-;-;-;300;-;-;350;19,95;1800;-;1332,24;-;-;2420,37;-;10104,92;7187,17;-;10997,25;-;-;-;-;-;306742,03;-;-;-;25000;-;-;-;1838,23;-;-;-;-;10200;-;-;6752,44;8174,01;-;-;-;-;-;-;-;-;95587,92;-;26950;-;59400;940;-;-;-;-;40;-;-;2934,21;-;-;655,2;583684,94
352215 Itaóca;-;-;-;-;-;-;-;25,6;-;-;-;-;90,1;-;-;-;-;416,85;-;-;422,4;-;-;-;-;-;-;-;-;-;-;-;-;-;60,67;-;-;-;-;2550;-;25,6;235,05;284,53;-;-;-;-;-;-;-;-;3154,67;-;2800;-;8100;-;-;-;-;-;-;-;-;-;-;-;-;18165,47
352220 Itapecerica da Serra;-;-;-;-;-;-;-;1310,67;-;279,3;1880;-;1121,75;-;-;835;-;23756,12;-;-;19697,29;-;-;-;-;-;405266,42;-;-;-;25000;-;-;-;3276,67;-;-;-;-;-;-;1572,8;12055,74;14593,79;-;-;-;6;-;-;-;-;170386,67;10000;23800;8800;5400;3170;-;139,74;-;-;185;-;-;1400,78;-;-;-;733933,74
352230 Itapetininga;-;-;-;-;-;-;-;1170,21;-;-;-;-;1952,15;-;-;-;-;17083,07;-;-;18269,49;-;-;-;-;-;-;-;-;-;27342,56;-;-;-;2925,52;-;-;-;-;5100;-;1170,21;10903,86;13199,41;-;-;-;-;-;-;-;-;152309,08;-;31500;-;50500;-;-;-;-;-;-;-;-;-;-;-;-;333425,56
